id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
66038,66247,118054,5106,,,,13.577903,-13.214324,148.1481,-47.98,-7.32,-20,5.92,0.067,A0V,0.02,-132.093458,-57.89849,-33.865763,0.00000551,0.00004004,-0.00000044,3.5546866666,-0.2306334565,-2.32613603930556E-07,-3.5488361E-08,,,Vir,1,66038,,81.8841791901,,,
66666,66878,120565,5203,,,,13.706379,82.752408,122.549,32.67,-42.51,-50,5.92,0.478,G9III,0.993,-13.943124,-6.679297,121.56942,-0.00000839,-0.00002554,-0.00005391,3.5883215149,1.4443019757,1.583886294375E-07,-2.06094295E-07,,,Cam,1,66666,,56.0789663375,,,
66998,67210,120048,5180,,,,13.771964,38.503626,130.719,-48.88,-12.56,-14,5.92,0.338,G9III,0.948,-91.485298,-45.771341,81.380886,-0.00000827,0.0000305,-0.00001514,3.6054917075,0.6720150392,-0.000000237,-6.0892598E-08,,,CVn,1,66998,,63.7969622663,,,
67079,67292,119938,5175,,,,13.791005,-50.249291,64.8508,58.93,12.64,16,5.92,1.86,A3m...,0.279,-36.99321,-18.739452,-49.859605,-0.00000369,-0.00002264,-0.00001004,3.6104767479,-0.8770155668,2.85700701951389E-07,6.1280449E-08,,,Cen,1,67079,,15.7036280433,,,
68115,68333,121853,5251,,,,13.988187,-50.369647,106.1571,28.47,-16.71,-5,5.92,0.79,G8/K0III,0.957,-58.743304,-33.673718,-81.759558,0.00001586,-0.0000078,-0.00000155,3.6620987947,-0.8791161759,0.000000138,-0.000000081,,,Cen,1,68115,,42.0726628384,,,
73188,73415,131425,5547,,,,15.003147,-77.16055,233.6449,-13.33,-10.26,2,5.92,-0.923,G8II,1.052,-36.683178,-36.743532,-227.802996,-0.000003,0.00001836,-0.00000458,3.9278147675,-1.3467056512,-6.46256636180556E-08,-4.9741883E-08,,,Aps,1,73188,,203.7980386287,,,
80744,80991,149650,6170,,,,16.540463,60.823323,113.7656,20.65,-9.79,-9,5.92,0.64,A2V,0.039,-20.680054,-51.461419,99.331018,0.00001048,-0.00000446,-0.00001067,4.330283131,1.0615672487,1.00114025034722E-07,-4.7463259E-08,,,Dra,1,80744,,48.305880204,,,
81479,81729,150682,6213,,39    Her,,16.693527,26.91688,43.7445,0.89,-44.83,-12,5.92,2.715,F2III,0.402,-13.082524,-36.745907,19.802974,0.0000024,0.00000619,-0.00001403,4.3703552678,0.4697881883,4.31484175694444E-09,-2.17341972E-07,,39,Her,1,81479,,7.1449632608,,,
98072,98383,189684,7646,,,,19.989006,45.772541,138.8889,11.54,-16.72,6,5.92,0.207,A5III,0.185,48.196463,-84.036343,99.524548,0.00001288,-0.00000685,-0.00000346,5.2331095345,0.7988815457,5.59474987361111E-08,-8.1060847E-08,,,Cyg,1,98072,,71.9780372803,,,
103028,103360,199612,8026,,,,20.940526,49.195847,234.7418,11.34,6.78,-15,5.92,-0.933,G8II-III,1.054,106.766777,-110.144348,177.687163,-0.00000178,0.00002037,-0.00000657,5.4822169291,0.8586295096,0.000000055,3.2870367E-08,,,Cyg,1,103028,,205.6837586628,,,
104630,104968,203399,8168,,,,21.261779,77.012296,291.5452,22.95,14.63,15,5.92,-1.404,K5III,1.531,49.395532,-43.049678,284.087115,0.00000872,0.00003542,0.0000196,5.5663207656,1.3441181316,1.112647396875E-07,7.0928241E-08,,,Cep,1,104630,,317.3949408562,,,
107852,108195,207964,8352,,,,21.919823,-61.886608,46.4684,43.53,-90.56,1,5.92,2.584,F1III,0.393,18.729199,-11.343936,-40.985915,-0.0000099,0.00001746,-0.00001052,5.7385963586,-1.0801250767,0.000000211,-0.000000439,,,Ind,1,107852,,8.0612056386,,,
110186,110532,212320,8530,,,,22.392264,-7.194421,143.0615,-6.21,8.95,-14,5.92,0.142,G6V,0.998,129.546927,-57.992661,-17.916524,-0.00001402,0.00000156,0.00000795,5.8622810656,-0.1255663363,-3.01069295625E-08,4.3390824E-08,,,Aqr,1,110186,,76.4187623963,,,
111713,112067,214995,8642,,,,22.699293,14.516393,84.9618,94.55,-21.21,-26,5.92,1.274,K0III:,1.114,77.526476,-27.46971,21.296211,-0.00000919,0.00004457,-0.00001512,5.9426609309,0.2533588502,4.58391334965278E-07,-1.02828981E-07,,,Peg,1,111713,,26.9401494106,,,
114559,114921,219507,8846,,,,23.277719,-44.489166,89.2061,3.44,-9.88,25,5.92,1.168,K1III,1.053,62.503933,-11.961939,-62.513506,0.00001525,-0.0000014,-0.00002097,6.0940927039,-0.7764824221,1.66775906111111E-08,-4.7899591E-08,,,Gru,1,114559,,29.7029784402,,,
635,636,319,12,,,,0.129693,-22.50856,78.3699,70.1,-34.71,-13,5.93,1.459,A1V,0.141,72.358029,2.457783,-30.001634,-0.00001822,0.00002603,-0.00000709,0.0339536727,-0.3928484774,3.39854390069444E-07,-1.68278828E-07,,,Cet,1,635,,22.7195643774,,,
2605,2611,2952,135,,,,0.552879,54.894985,114.1553,70.08,-39.36,-35,5.93,0.643,K0III,1.037,64.961388,9.469096,93.390124,-0.00000833,0.00003798,-0.00004181,0.1447433819,0.9580982283,3.39757427333333E-07,-1.90822664E-07,,,Cas,1,2605,,48.1725903559,,,
5582,5594,7147,353,,34    Cet,,1.195419,-2.251079,171.8213,-57.83,-22.21,-9,5.93,-0.245,K4III,1.403,163.349095,52.85884,-6.748903,0.00000539,-0.00004888,-0.00001812,0.3129599898,-0.0392887372,-2.80367751465278E-07,-1.07677118E-07,,34,Cet,1,5582,,109.1440336449,,,
13439,13473,18149,863,,Psi For,,2.892885,-38.437004,58.5138,58.88,34.27,21,5.93,2.094,F5V,0.437,33.305165,31.487776,-36.375442,0.00000514,0.00002785,-0.00000574,0.7573556338,-0.6708522672,2.85458295111111E-07,1.66145648E-07,Psi,,For,1,13439,,12.659017493,,,
13445,13479,18071,862,,,,2.893144,-22.376308,111.6071,85.6,-76.11,49,5.93,0.692,G8/K0III,1.041,74.988821,70.906408,-42.487654,-0.00000954,0.00005472,-0.00005716,0.7574233613,-0.3905402407,0.000000415,-0.000000369,,,Eri,1,13445,,46.0468578379,,,
14002,14036,18700,902,,,,3.012261,10.870388,161.2903,81.25,-34.38,18,5.93,-0.108,K6,1.593,111.642995,112.362067,30.417432,-0.00002875,0.0000612,-0.00002293,0.7886081567,0.1897240676,3.93911115451389E-07,-1.66678943E-07,,,Ari,1,14002,,96.2055219186,,,
14967,15004,19845,956,,,,3.223297,48.176953,116.5501,16.89,-18.75,-10,5.93,0.597,G9III,0.972,51.651121,58.072823,86.85398,-0.00000642,0.00000715,-0.00001469,0.8438571035,0.8408464566,8.18850306458333E-08,-9.0902565E-08,,,Per,1,14967,,50.257398011,,,
15319,15357,20606,993,,,,3.300717,-28.797075,62.3053,155.37,-16.12,42,5.93,1.957,F3V+...,0.337,35.452294,41.525171,-30.013201,-0.00001277,0.00005731,-0.00002496,0.864125792,-0.5026037758,7.53255015479167E-07,-7.8151965E-08,,,For,1,15319,,14.3615065291,,,
15990,16029,21430,1045,,,,3.43959,-27.317479,138.5042,7.67,53.45,13,5.93,0.223,K0III,0.934,76.44751,96.431499,-63.562487,0.00001353,0.00002536,0.00002578,0.9004825684,-0.4767799546,3.71852092986111E-08,2.59132912E-07,,,For,1,15990,,70.9251070556,,,
16317,16358,21755,1067,,,,3.512617,6.188703,154.0832,42.38,-16.79,11,5.93,-0.009,G8III,0.953,92.8514,121.837454,16.610693,-0.00001758,0.00002916,-0.00001126,0.9196008728,0.1080132427,2.05464037819444E-07,-8.1400216E-08,,,Tau,1,16317,,87.8213279898,,,
18155,18199,24706,1216,,,,3.892587,-46.893674,107.6426,17.65,-35.18,-1,5.93,0.77,K3III,1.22,38.55559,62.643845,-78.588438,-0.00001523,-0.00000718,-0.0000118,1.0190769597,-0.8184490104,8.55696146180556E-08,-1.70557452E-07,,,Hor,1,18155,,42.8548520397,,,
18676,18723,25371,1246,,,,4.011292,-30.490697,107.7586,47.49,5.15,21,5.93,0.768,A1V,0.036,46.190538,80.553432,-54.676643,-0.00001164,0.00002958,-0.00000858,1.0501537846,-0.5321630565,2.30238016895833E-07,0.000000025,,,Eri,1,18676,,42.933866347,,,
23964,24019,33204,1670,,,,5.162524,28.030461,52.6039,55.86,-60.57,41,5.93,2.325,A5m,0.311,10.099228,45.322089,24.720897,-0.00000427,0.00004631,0.00000607,1.3515457306,0.4892238365,2.70816921958333E-07,-2.93651646E-07,,,Tau,1,23964,,10.2329299228,V1156,5.966,5.916
25726,25790,36162,1832,,,,5.507268,15.360449,77.5795,-13.48,-38.58,-16,5.93,1.481,A3Vn,0.103,9.623274,74.186557,20.550039,0.00000349,-0.00001249,-0.00001833,1.4417994352,0.2680904114,-6.53528841388889E-08,-0.000000187,,,Ori,1,25726,,22.2638362955,,,
26697,26762,37788,1955,,,,5.684888,0.337753,47.9386,12.3,27.76,-13,5.93,2.527,F0IV,0.311,3.95019,47.774621,0.282592,-0.00000395,-0.00001305,0.00000637,1.4883001078,0.0058949096,5.96320827083333E-08,1.34584277E-07,,,Ori,1,26697,,8.4957162716,,,
27183,27249,38091,1969,,26    Cam,,5.775106,56.115575,60.7903,20.18,-58.91,21,5.93,2.011,A4Vn,0.164,1.994282,33.833156,50.466066,-0.00000438,0.00002669,0.00000815,1.5119191841,0.979401545,9.78354007361111E-08,-2.85603739E-07,,26,Cam,1,27183,,13.6646968074,,,
27668,27737,39937,2072,,,,5.872276,-57.156191,132.626,17.99,-78.63,8,5.93,0.317,F7IV,0.656,2.404707,71.889643,-111.426081,-0.00001283,-0.00003763,-0.00003429,1.5373581822,-0.9975637226,8.72179811319444E-08,-3.81208997E-07,,,Pic,1,27668,,65.0429155079,,,
28719,28790,41742,2158,,,,6.077811,-45.078932,26.8962,-79.98,254.28,27,5.93,3.782,F4V,0.493,-0.38684,18.988498,-19.044838,0.00000955,0.00004318,0.00000386,1.5911672522,-0.7867757791,-3.87753981708333E-07,1.232784226E-06,,,Pup,1,28719,,2.6742376571,,,
29123,29196,42049,2169,,,,6.15901,22.190262,632.9114,-6.99,-4.97,8,5.93,-3.077,K4III,1.626,-24.388878,585.527036,239.040169,0.00002087,0.00001422,-0.00001103,1.6124251515,0.3872931342,-3.38884762708333E-08,-2.4095239E-08,,,Gem,1,29123,,1481.8355175164,,,
31369,31448,46709,2406,,,,6.588221,9.988335,469.4836,0.34,-7.7,39,5.93,-2.428,K4III,1.508,-70.921721,456.896374,81.430902,-0.00000726,0.0000417,-0.00001034,1.7247922994,0.1743293374,1.64836651388889E-09,-3.7330653E-08,,,Mon,1,31369,,815.0795556116,,,
33928,34017,52711,2643,Gl 262,,,7.058457,29.337081,19.1314,155.73,-828.01,25.4,5.93,4.521,G4V,0.595,-4.562639,16.041802,9.373479,-0.00003038,0.00005402,-0.00005421,1.8478997223,0.5120286538,0.000000755,-4.014305756E-06,,,Gem,1,33928,,1.3539418114,,,
35208,35304,55866,2737,,,,7.2927,52.131071,183.4862,-0.63,-17.8,-7,5.93,-0.388,K1III:,1.259,-37.395113,106.245413,144.847094,-0.00000216,0.00000783,-0.00001537,1.9092243843,0.9098588359,-3.0543261875E-09,-8.6296835E-08,,,Lyn,1,35208,,124.5087863916,,,
36940,37046,60294,2894,,,,7.613067,55.75506,81.6993,-10.87,-39,1,5.93,1.369,K2III,1.123,-18.843191,41.935871,67.535871,-0.00000154,0.00001394,-0.00000785,1.9930962189,0.9731093696,-5.26992470763889E-08,-1.89077335E-07,,,Lyn,1,36940,,24.683116897,,,
37034,37140,60652,2914,,,,7.631628,48.773842,77.8816,-32.62,-28.48,10,5.93,1.473,A5m,0.221,-21.263901,46.71473,58.575917,0.00000507,0.0000186,0.00000061,1.9979554502,0.8512641348,-1.58146222597222E-07,-1.38074936E-07,,,Lyn,1,37034,,22.4284881587,,,
37321,37428,61603,2951,,,,7.682922,23.018527,467.2897,-7.21,-13.04,39,5.93,-2.418,K5,1.561,-183.418343,389.01118,182.723845,-0.00000581,0.00005062,-0.00001159,2.0113842321,0.4017490768,-0.000000035,-6.3219703E-08,,,Gem,1,37321,,807.606861329,,,
37841,37949,62066,2975,,51    Cam,,7.777793,65.455676,100.7049,28.15,18.39,-29,5.93,0.915,K2III:,1.183,-18.774566,37.382702,91.604989,-0.00000309,-0.00002448,-0.00002325,2.0362214962,1.1424170521,1.36475051076389E-07,8.9157235E-08,,51,Cam,1,37841,,37.4973002245,,,
45330,45461,78935,3645,,,,9.264639,72.946326,88.1057,-85.32,-56,0.4,5.93,1.205,F0III,0.179,-19.491439,16.962123,84.231735,0.00000658,0.00004258,-0.00000662,2.4254767956,1.2731535664,-4.1364303225E-07,-2.71495661E-07,,,UMa,1,45330,,28.7078058202,,,
49024,49164,87283,3960,,,,10.033361,-60.42089,100000,-7.42,3.9,-2,5.93,-14.07,A9IV,0.263,-42963.086939,24306.948326,-86967.496343,0.00034105,0.00393983,0.00093503,2.6267278422,-1.0545434696,-0.000000036,1.8907733E-08,,,Car,1,49024,,36982817.9780267,,,
50740,50885,90044,4082,,25    Sex,,10.390688,-4.074035,104.1667,-50.51,4.24,23,5.93,0.841,B9p Si(CrSr),-0.048,-94.817434,42.492703,-7.400581,-0.00001112,0.00003293,0.00000046,2.7202758833,-0.0711053211,-2.44879390048611E-07,2.05561E-08,,25,Sex,1,50740,,40.1420918204,SS,5.948,5.908
50847,50993,90454,4095,,,,10.416516,-58.576303,95.9693,-74.09,6.12,5,5.93,1.019,F2III,0.315,-45.796599,20.1533,-81.894023,0.00000922,0.0000336,-0.00000288,2.727037504,-1.0223493444,-3.59198455923611E-07,2.9670597E-08,,,Car,1,50847,,34.0721861659,,,
53239,53394,94776,4271,,,,10.921456,-60.517003,93.4579,-36.09,84.3,-26,5.93,1.077,K0III,1.065,-44.175129,12.815878,-81.355067,-0.00001481,0.00002132,0.00004194,2.859230515,-1.0562209599,-0.000000175,4.08697932E-07,,,Car,1,53239,,32.299812406,T,5.944,5.914
55707,55874,99564,4416,,16Kap Crt,,11.452644,-12.356749,70.0771,-98.3,23.82,6,5.93,1.702,F4III-IV,0.49,-67.752133,9.775723,-14.996371,-0.00000288,0.00003415,0.00000659,2.998295148,-0.2156659575,-4.76571847986111E-07,1.15482618E-07,Kap,16,Crt,1,55707,,18.1635193118,,,
57984,58158,103596,4565,,,,11.927814,-28.477103,167.7852,3.82,-27.16,11,5.93,-0.194,K4III,1.499,-147.458239,2.787022,-80.001292,0.00000059,-0.00000312,-0.00002478,3.122694467,-0.4970192042,1.85198825972222E-08,-1.31675395E-07,,,Hya,1,57984,,104.1357861528,,,
62963,63165,112219,4907,,,,12.942142,-72.185212,176.3668,-15.99,-12.08,10,5.93,-0.302,G8III,1.115,-52.324869,-13.17421,-167.910178,0.00000316,0.00001489,-0.0000129,3.3882448187,-1.2598696164,-7.75217075208333E-08,-5.8565492E-08,,,Mus,1,62963,,115.027054779,,,
63485,63688,113120,4930,,,,13.051487,-71.475729,306.7485,-11.18,-2.39,-5,5.93,-1.504,B1.5IIIne,0.002,-93.786691,-26.489903,-290.855559,0.00000029,0.00001736,0.00000372,3.4168713537,-1.2474868054,-5.42021694861111E-08,-1.1587046E-08,,,Mus,1,63485,,348.016632215,,5.998,5.888
68450,68670,122438,5266,,,,14.057371,-56.213434,167.2241,-66.41,-21.61,17,5.93,-0.186,K2III,1.207,-79.827444,-47.700909,-138.982564,-0.00002342,0.00004872,-0.00002419,3.6802111668,-0.9811095017,-0.000000322,-1.04768236E-07,,,Cen,1,68450,,103.3713052351,,,
69772,69995,125283,5357,,,,14.323302,-37.002907,73.4754,-48.77,-41.11,0.3,5.93,1.599,A1V,0.082,-48.154299,-33.529841,-44.221578,-0.0000029,0.00001915,-0.00001188,3.7498316371,-0.6458225529,-2.36443632006944E-07,-1.99306904E-07,,,Cen,1,69772,,19.9710086603,,,
71533,71759,129153,5473,,,,14.678442,13.534325,50.813,53.76,-14.71,-8,5.93,2.4,F0V,0.238,-37.745935,-31.871413,11.89164,0.00001397,-0.00000553,-0.00000544,3.8428071646,0.236218537,2.60635834666667E-07,-7.1316092E-08,,,Boo,1,71533,,9.5499258602,,,
76190,76424,139225,5804,,18Tau5Ser,,15.608121,16.119085,52.0562,71.54,-5.54,-2,5.93,2.348,F3V,0.354,-29.30886,-40.521095,14.4526,0.00001555,-0.0000093,-0.00000191,4.0861966408,0.2813311,3.46835707069444E-07,-2.6858677E-08,Tau-5,18,Ser,1,76190,,10.0184376572,,,
76850,77086,140285,5846,,,,15.739633,-41.819089,143.8849,-17.7,-28.98,19,5.93,0.14,A0V + B,-0.007,-59.816097,-88.997205,-95.939801,-0.00001081,0.00000605,-0.00002802,4.1206262051,-0.7298807864,-8.58120214583333E-08,-1.40499004E-07,,,Lup,1,76850,,76.5596606911,,,
78304,78542,144204,5981,,,,16.034877,52.915917,248.7562,1.8,-36.56,-7,5.93,-1.049,K5III,1.498,-73.809067,-130.58021,198.445575,-0.00001329,-0.00002793,-0.0000323,4.1979210114,0.9235569801,8.72664625E-09,-1.77247881E-07,,,Dra,1,78304,,228.8758657062,,,
78880,79120,145085,6011,,,,16.149689,3.454475,121.5067,-36.32,12.17,9,5.93,0.507,K5III,1.471,-56.48127,-107.33201,7.321444,-0.00002301,0.00000221,0.00000771,4.2279786213,0.0602919573,-1.76084328777778E-07,0.000000059,,,Ser,1,78880,,54.6009249754,,,
78897,79137,145148,6014,,,,16.153115,6.378695,28.3126,258.17,-746.68,-4,5.93,3.67,K1+...,0.988,-13.080818,-24.91183,3.145509,0.00002797,-0.00002296,-0.0001023,4.2288756059,0.1113292309,1.25164347909028E-06,-0.00000362,,,Ser,1,78897,,2.9648313895,,,
79711,79953,147352,6090,,,,16.319783,49.038159,196.0784,-21.35,33.4,-32,5.93,-0.532,K6III,1.369,-54.736421,-116.303549,148.067672,0.00000098,0.00004975,-0.0000039,4.2725092843,0.8558773359,-1.03507720798611E-07,1.61927769E-07,,,Her,1,79711,,142.1673931308,,,
81275,81523,149886,6178,,,,16.651452,-37.21737,112.1076,-11.77,-43.93,3,5.93,0.682,B9.5V+...,-0.035,-30.868291,-83.770202,-67.807241,-0.00000185,0.00001347,-0.00002087,4.3593400137,-0.6495656456,-5.70625702013889E-08,-0.000000213,,,Sco,1,81275,,46.4729241676,,,
83639,83896,154783,6366,,,,17.146539,-30.40373,78.2473,-11.89,-66.39,-30,5.93,1.463,Fm,0.276,-14.953758,-65.808969,-39.600033,0.00000429,0.00003923,-0.00000619,4.4889532826,-0.5306451933,-5.76443466180556E-08,-3.21867802E-07,,,Sco,1,83639,,22.6360164045,,,
84473,84731,156091,6408,,,,17.320142,-59.694612,763.3588,-1.74,-8.39,-5,5.93,-3.484,K2IIICN...,1.389,-68.198583,-379.112269,-659.04433,-0.00000113,0.00003006,-0.00001125,4.5344024692,-1.0418675209,-8.43575804166667E-09,-4.0675867E-08,,,Ara,1,84473,,2155.7579680386,,,
